text,label,prediction
Fucking white trash cunt.. Could you also be more careful with the revert button EdouardHenri Aril Talk.,Toxic,Toxic
hey.. way to support nazis you racist.,Toxic,Toxic
Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fucked a nigger last night D.. Nigger alert I fu.,Toxic,Toxic
you are a faggot.. Ill damage your skull without a second thought if you were next to me you toxic waste of life.,Toxic,Toxic
Ossmannare you jew or your father was an SS officer.,Toxic,Toxic
Its funny how the first people to throw around possible motives are always the ones who get it absolutely wrong They get it so completely wrong with all their guesses its almost as if they werent guesses at all but intentional deception Its pretty obvious at this point to anyone who can think that this guy Ivins was a Mossad asset He was a Jew carrying out a falseflag operation as Jews do he pretended to be a muslim terrorist he and his government pals wanted toremovea certain muslim researcher while manufacturing some more fear of muslim terrorism to get the American goyim more enthusiastic about letting themselves be slaughtered in Jew wars for Israel Oh you thought your soldiers use those pathetically insufficient body armors and faulty rifles cuz theres not enough money And so it goes Im not ruling out the possibility that this Ivins guy and his Zionist Bolshevist friends do this sort of stuff just as naturally as lions eat sheep instinctively but there may have been another motive for it as well They dont want their enemies muslims and other goyim standing around when theyre developing sophisticated biological weapons to take out entire races of humans perhaps only sparing the Gods Chosen the Master Race by any other name The Jews were the real Nazis all along Fools.,Toxic,"
dear [your name"
Must really suck to be a serb.. Owned by the Ottomans owned by the habsurgs asskicked by the ustashe bombed to bits by the usa outbred by albanians What more can be said about a nation that bases its identity on a th century DEFEAT Gather up savas ashes and weep haha.,Toxic,Toxic
gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.. John Cline is gay.. He sucks dick.,Toxic,Toxic
Which part did you find to be false I am thoroughly disgusted with the behaviour here I am ashamed to say I have had part in any of this project I never admit it to other people in private life Methods have to change or WP will die and become known as more of a failure than it currently is known as Thanks for your soothing words though You are offthewall and slightly outofcontrol but had a big input I think and I took it as your sick sense of humour and liked most of it I wasnt here that long gab the stalking harassment suckybaby is screaming now but I have seen enough to confirm what is being shouted around the Internet about the wiki garbage spewed here Wikisuicide is eminent sorry I have no second sourced hearsay level gossip to reference That coward Coren just didnt have the balls to do a proper job after the latest BS the admins have been through the latest to lighten up cause we need more editors On a lighter note There are many blogs and websites describing how to remove Wikipedia from your search engine so the garbage doesnt keep appearing mixed in with the real information It was fun not being an admin and seeing the other side for awhile Now I understand more about being a dumb nigger ooops Did I say that out loud Fuckin A.. for the AmE people Fuckin huh for the Brits Fucking Heh for the CanE people Fuckin eh.,Toxic,Toxic
Judensau Germany German for Jewish swine.,Toxic,Toxic
Racism ideology of the future Place of a monkey in a zoo Negroes the higher race of anthropoids Negro to present on a banana and to send home to Africa.,Toxic,Toxic
HE WAS A JEWISH SHIT LOL SHARIA NOW ALLAHU AKBAR SS.,Toxic,Toxic
Yea take that Jewboy nobody gives a fuck what you think  .,Toxic,Toxic
It is obvious you are a selfhating Jew.. It is obvious you are a selfhating Jew.,Toxic,Toxic
Homosexual like you are faggot.,Toxic,Toxic
STUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALISTSTUPID SPANISH CENTRALIST.,Toxic,"
dear [your name"
Suck my cock you stupid bitch.,Toxic,Toxic
WHY THE FUCK DO U EDIT MY CONTRIB TO WIKI ABOUT THE IRANIAN ARMY THEY MUST DIE U KNOW STUPID TERRORISTSTHEYRE LIVING ON ISRAELI SOIL CALLED ASIAAFRICA WHICH SHOULD BE FOR ISRAELIS ONLY AND MUSLIM FREE.,Toxic,Toxic
big fat white pigs who lie where is the abundance you want others to starve whilst you get fat you fucking pigs.,Toxic,Toxic
So fuck off and die rape fantasising sluts.,Toxic,Toxic
GARY SNYDER IS ALSO THE PRINCIPAL AT PRINCETON HIGH SCHOOL IN PRINCETON NJhe is fat and looks like a goddamn mole he became a principal because hes stupid and failed in college and has never been laid he is the biggest faggot in the world and he should probably die everyone hates him.,Toxic,Toxic
umm what was the delete for u fuckin nigger monkey.,Toxic,Toxic
mike faulk is a bitch.. u aint bout shit u little skint head bitch wait till i c u im gona fuck u up u little country ass nigga fuck u and jenna is my girl a always will be u got that u little bitch.,Toxic,Toxic
WIKIPEDIA IS FOR DICKSHITS LIKE U.. RETARDED.. WIKPEDIA.. IS.. GAY.,Toxic,Toxic
Bullzeye is a faggot and comments on things he knows nothing about I apologize for nothing.,Toxic,Toxic
shut up you faggot.,Toxic,Toxic
u r .. ag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildo fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildofag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildo dipshit asshat fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildo fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildofag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag fag cocksucker dildo dipshit asshat.,Toxic,Toxic
Ima rude son of a bitch too because I have a period remember im gay.,Toxic,Toxic
YOU ARE A FAGGOT.. GET A LIFE .,Toxic,Toxic
I was so glad to read.. this.. At least there are places in the world that ignore pathetic claims and whining from silly retarded bints with nothing better to do A bit of rape never hurt anyone anyway Who the hell do you feminists think you are anyway Know your place Preceding unsigned comment added by .. Rape.. iz well funny and is put dem fucking stupid womenz in their places innit iz wot they is deserve.. Jeffpw and Isaac.. ARE BOTH DEATH.. LOL Preceding unsigned comment added by .,Toxic,Toxic
Bitch nobody cares about your myspace You ugly as fuck anyways Begging on wikipedia for myspace friends You gay as hell.,Toxic,Toxic
ILL SAY NIGGER IF I WANT TO BRO.,Toxic,Toxic
YOU ALL GAY.. IM THE COOLE ST YUO AL L SUCK GO TO HELL.,Toxic,Toxic
National Socialism.. Nice to meet a fellow National Socialist httpwwwlastfmuserFire.. I myself also love Prussian Blue.. All Aryans must band together to enslave the subhuman races The niggers spics chinks kikes and all the rest.. WHITE POWER.,Toxic,Toxic
Youre a stupid cunt.. Fuck you dumb arse your mum has a hairy cunt and I hope and pray that you die no fuck that I wish you would die if I had three wishes one of them would be to have you dead and the others would be so that everyone you knew hated your cunt like face.,Toxic,Toxic
pakis one of the most ugliest individuals of this EARTH YES I mean it.. Its same old case of an pseudointellectual frustrated pakisIts very easy to suppress pakis as repeated coups tells usPoverty is not as bad for an individual as the lost of honourLike we know that Afganistan is a poor country but they are able to expel soviets only due to there courageBut that is not the case with these pakisas they are the breed of those who are forced to change there religion half a millenium ago by muslims others confronted them with zeal able to save there honourThe policy of bleeding INDIA through cuts which pakis have adopted after the face saving lost to INDIA in  in which  pakistani soldiers had dropped there pants in front of the WorldPakis your fate is written all over the wall read it and accept it.,Toxic,Toxic
Nig Nigs.. Nig Nigs What about Nig Nigs I hear sometimes people call others those Nig Nigs.,Toxic,Toxic
Kevin duggans a fagget.,Toxic,Toxic
You can go fuck yourself you and your retarded country I wish Osama kill of of you slimeballs and rape your women.,Toxic,Toxic
too gay surely you could have found another way to phrase that.,Toxic,Toxic
Hi enemy.. You will NEVER be able to get rid of me faggot.,Toxic,Toxic
Why is the main picture of his ass you fucking cock loving geeky homosexuals.,Toxic,Toxic
LuzoGraal YOU IS A PIECE OF SHIT YOU IS NOTHING BUT A NIGGER.,Toxic,Toxic
She is a upper class white racist She hides it by attacking Black Conservatives.,Toxic,Toxic
With Regards to Your Recent Thoughtful Epistle.. Go get fucked and maybe you will not be so goddamned gay Otherwise go eat a bag of hell and drop dead.,Toxic,"
dear [your name"
Fuck Obama the nigger who stole the election through ACORN lies.,Toxic,Toxic
FUCK YOU YOU FUCKING FAGGOT this is Sean MC Sean You motherfuckers blocked me for a long time.,Toxic,Toxic
the definition of a fuckin nigger is really eric wu a lying sack of shit pussy nigger.,Toxic,Toxic
is true so i want to express that grant is gay grant is gayyyyyyyyyyyyyyyyyyyyyy.,Toxic,Toxic
Hi.. Hi you are gay sad fucking old nerd that should get a life and do stuff like gardeningand Im guessing you still live at home with your Mom.,Toxic,Toxic
Edit request from   June .. Mauler is still a faggot.. .,Toxic,Toxic
Jeff G is a faggot as well as J Delanoy They suck on each others cocks and gurgle their AIDS infected semen passionately while being smug nigger loving liberal jewbags.,Toxic,Toxic
AWWW MAH GAWD LOIK DIS MOVY GETS ME SOOOO MOIST LOIK I CUD FUK DAT CASPA CAUSE HES A REALLY NICE GUY BUT DAT TELLY EWWWW NEVER NEVER HEHE NEVER HED JUST HAVE TO RAPE MOI SEXY BOD BRING IT OOOOON AWWW MAH GAWD ALL DA SEXY NIGER GS AND STUDS STRUTEN AROUND LOOKEN  SEX GETS ME SOOO MOIST LIKE I AM A DEVOUT CROATIAN CATHOLIC AND LOIK AWWW MAH GAWD I JUST CUMD ALL OVA DA COMPUTA CHAIR STINKY CROATIAN DEVOUT CATHOLIC PUSSY BEIGE COLORD CUM CREAMIN OUTTA MY PUSSY ALL OVA DA COMPUTA CHAIR AWWW MAH GAWD IM GAGIN  IT LOIK HOMIE G NIGGR COCK RAPING ME LIKE AWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW MAH GAWD IM DROOLEN STIKIN MOUSE UP MAH PUSSY AWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW.,Toxic,Toxic
All Human life started in Africa and has decended from there its proven so there for were all fuckin african american so all you racist pieces of shit should closed yor god dman bibles which is nothing but another red neck writting about the fukcng sun if you know astrology it makes sence u fucking tards so stop all the african american caucasion asian we bullshit were all one fuckin race so get used to it and suck it the fuck up you fucking dumb red neck cunts.,Toxic,Toxic
Fuck Off.. Fucking Nazi CowFucking PrisonBuilding Commie Stoner.. You sicken me filthy half caste welsh.. GTFO.,Toxic,Toxic
do you know what i say gas the mother fucking jews.. ANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEACHANHERO KILL YOURSELF DRINK BLEAC.,Toxic,"
subject: re:"
Dear DoorsAjar Please tell BongWarrior that the vandals have won BongWarrior has had to protect is Talk page because vandals kept on writing about what a cock loving faggot he is Bitch.,Toxic,"
dear bongwar"
Also I Ohnoitsjamie am a homosexual who likes butt sex.,Toxic,Toxic
We are Christian so we beleive that all gays should die Exspecially Derik Walters McDaniel.,Toxic,Toxic
someone get this faggot off from every single wiki page that i see him on it is like big brother or something GET OUT OF MY HEAD FAGGOT is jimmy wales gonna runfor rpesident or something he is probably the most widely recognized man by now if not now then in a year i am so tired of seeing his face everyhwer adfuasdhflsdhfajksd.,Toxic,Toxic
